Key,Summary,Project,Assignee,Description,Status,Issue Type,Created Date,Comments
SH-4994,Abrupt Data push via RTC Sync service in Apraava APDCL.,Success Hub,Shiva Sharma," , It has been observed that the data pushed through RTC sync service is abrupt resulting in incorrect RTC in Current RTC section on the UI. CC:   ",Open,Issue,2025-04-15T12:32:53.940+0530,
SH-4993,LS down and commands are failing,Success Hub,Aditya Yadav,LS is down and hence commands are failing please check cc-   ,Close,Issue,2025-04-15T12:24:34.449+0530,"Chandrendra Singh Chauhan: HI    and   , At NCC- Aurangabad. After DC-DR drill the data is continuously breaching. We found some services at DR need to off after drill.         It must be post check to be checked after the drill which seems missing here. 9% dip in SLA of DP. | Aditya Yadav:      We had stopped the services on DR and also carried out a deployment for the issue, LS was down also as GR commands were not being added, the issue was resolved | Automation for Jira: Hi Reporter, This Ticket is now moved to Review state and will be closed after T+3 business days. Please review this ticket and re-assign if any further assistance required from App Support | Automation for Jira: Dear Reporter, The ticket is closed as no response is received in T+3 days. Please reach out to App Support if any issues or concerns."
SH-4992,RC DC Commands Resposne to MDM was stuck,Success Hub,Parveen Soni,No description,Close,Issue,2025-04-15T12:15:37.418+0530,"Yash Jain: Hi   sir, creating this ticket for previous incidents where RC-DC response was stuck. CC:      | Parveen Soni: it was resolved | Automation for Jira: Hi Reporter, This Ticket is now moved to Review state and will be closed after T+3 business days. Please review this ticket and re-assign if any further assistance required from App Support | Automation for Jira: Dear Reporter, The ticket is closed as no response is received in T+3 days. Please reach out to App Support if any issues or concerns."
SH-4981,Bill validation required for CT meters (7Qty)_high consumer_APDCL Apraava,Success Hub,Ritik Kumar,Bill validation required for CT meters (7Qty)_high consumer_APDCL Apraava,Open,Issue,2025-04-14T19:29:46.606+0530,"Puran Chand: To   ,    CC:   ,   "
SH-4980,Need to change template id 33 to 10 APDCl apraava agaist CT meter APDCL Apraava,Success Hub,Lyba Noor,"Need to change template id 33 to 10 APDCl apraava agaist CT meter APDCL Apraava Meter no. SC10226909 Also we are unable to pull bill for two meters because earlier command pending (from last 15 days approx.). Need to mark fail all pending command. SC10226770 SC10226367 To :    CC:   ,   ",Close,Issue,2025-04-14T19:27:44.998+0530,"Lyba Noor: Hi  , I have updated the meter template id and failed the pending commands. | Automation for Jira: Hi Reporter, This Ticket is now moved to Review state and will be closed after T+3 business days. Please review this ticket and re-assign if any further assistance required from App Support | Automation for Jira: Dear Reporter, The ticket is closed as no response is received in T+3 days. Please reach out to App Support if any issues or concerns."
SH-4976,AMI 1&2 : 2 PM block is not available in HES and got missed due to timeout,Success Hub,Ritik Kumar,No description,In Progress,Service Request,2025-04-14T17:38:43.772+0530,"Ritik Kumar:  this query is taking huge time to get executed and hence we are intermittently facing the data insertion of the SLA for the dashboard. | Ritik Kumar: workaround: I’m inserting manually the SLA for 2 pm  a permanent fix, i’ll open a ticket for DBA to look into the concern if query optimization is needed here | Ritik Kumar:  | Ritik Kumar: issue has been resolved.   | Satya Brat Nath: Okay, 2PM block is available now, but missed packet count is quite high. Also this ticket will remain open until there is no permanent fix from the ticket raised to DBA"
SH-4973,Zabbix space utilization 100% & value higher than HES-Web & DMS,Success Hub,Sanchit Singh Rathee," Sir, as per below screenshot HES space utilization is showing 100% HES DMS & Web graphs are showing abnormal  Request you to assign to relevant person for quick resolution of same.  ",Close,Issue,2025-04-14T15:45:40.201+0530,"Sanchit Singh Rathee:   - Please check this issue in MCL. Either fix the space issue or fix reporting in Zabbix. Please check.  cc:       | Ritik Kumar:  any update on this? it's concerning now, please help here to get this resolved | Ritik Kumar:   since Vivek is OOO, can you please help here  | Automation for Jira: Hi Reporter, This Ticket is now moved to Review state and will be closed after T+3 business days. Please review this ticket and re-assign if any further assistance required from App Support"
SH-4971,"IP, Events, Overvoltage and Undervoltage for the list of meters specified",Success Hub,Lyba Noor,"PLEASE   FETCH THE  IP, OUTAGE, OVER VOLTAGE AND UNDER VOLTAGE DATA FOR THE LIST OF METERS ATTACHED ",Close,Service Request,2025-04-14T15:34:11.597+0530,"Shiva Sharma: Hi      Please share the date range for which data is required. Please keep it as minimal as possible, would help faster data retrieval | Rajat Bansal: Hi   , we have a total of approx 250 dts and 22k meters. What is the max data range that can be extracted till evening? | Shiva Sharma: Last 3 or 7 days of data would be enough, right? Let us check by querying on it. | Rajat Bansal:  Yes, let me know by checking it once, so we can adjust on it maybe | Swapnil Roy: Hi   , the date range can be anywhere between 3 days  - 7 days  (i.e 10-13th April or 5th - 13th April ) | Lyba Noor: Hi, Sharing the data from 10th to 13th April For outage : timestamp are already in IST  rest IP , other events : timestamp is in UTC | Lyba Noor: The given data is of DTR meters | Rajat Bansal: Hi   , Please find the sheet. Same also has been attached in the main ticket. Kindly check and let me know if you are still unable to access it. | Rajat Bansal: hi Lyba, any updates? | Lyba Noor: Hi   , Shared all the data on teams | Automation for Jira: Hi Reporter, This Ticket is now moved to Review state and will be closed after T+3 business days. Please review this ticket and re-assign if any further assistance required from App Support | Automation for Jira: Dear Reporter, The ticket is closed as no response is received in T+3 days. Please reach out to App Support if any issues or concerns."
SH-4968,Data not recieved on MCL APIs,Success Hub,Ritik Kumar,MCL has stopped recieving Data through APIs  ,Close,Issue,2025-04-14T12:43:28.222+0530,"Ritik Kumar:   The data for the last 3 days also has been sent, and we've received confirmation from the client's end too. This issue can now be closed. Upon investigation, we found that a recent release had overridden some configurations, which prevented the data from being sent to the MDM side. The configuration has been corrected, and the process is now working as expected. if any further assistance is required, please re-open the ticket in the next 3 business days. CC:    | Automation for Jira: Hi Reporter, This Ticket is now moved to Review state and will be closed after T+3 business days. Please review this ticket and re-assign if any further assistance required from App Support | Automation for Jira: Hi Reporter, This Ticket is now moved to Review state and will be closed after T+3 business days. Please review this ticket and re-assign if any further assistance required from App Support | Automation for Jira: Hi Reporter, This Ticket is now moved to Review state and will be closed after T+3 business days. Please review this ticket and re-assign if any further assistance required from App Support"
SH-4967,Name Plate registration in HES for recently received 45K 1 Phase meters,Success Hub,Ritik Kumar,  Please registered the name plate of 1P meter series in HES backend as per below table Name Plate details: cc:     ,Close,Service Request,2025-04-14T12:36:29.259+0530,"Ritik Kumar: sure, And thanks    for the detail at once. | Ritik Kumar: needful has been done | Ritik Kumar:  | Automation for Jira: Hi Reporter, This Ticket is now moved to Review state and will be closed after T+3 business days. Please review this ticket and re-assign if any further assistance required from App Support | Automation for Jira: Dear Reporter, The ticket is closed as no response is received in T+3 days. Please reach out to App Support if any issues or concerns."
SH-4966,data missing on MDM for HES meters,Success Hub,Aditya Yadav,"data missing on MDM for HES meters  on MDM data is available for only 16k meters while yesterday the count was 63k, please check CC-   ",Close,Issue,2025-04-14T12:22:45.417+0530,"Aditya Yadav:   The MDMBackground service was facing an issue which was on the end of MDM as discussed with   , which is now resolved and as the above screenshots suggest, the data being sent to MDM is up to date now. | Automation for Jira: Hi Reporter, This Ticket is now moved to Review state and will be closed after T+3 business days. Please review this ticket and re-assign if any further assistance required from App Support | Automation for Jira: Dear Reporter, The ticket is closed as no response is received in T+3 days. Please reach out to App Support if any issues or concerns."
